Statistic,Quarter,Sector,value
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,"Agriculture, Forestry and Fishing",512.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Industry (excl. Construction),13511.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Industry - of which Manufacturing,12400.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Construction,2341.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,"Distribution, Transport, Hotels and Restaurants",8948.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Information and Communication,4459.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Financial and Insurance Activities,6446.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Real Estate Activities,5199.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,"Professional, Admin and Support Services",5420.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,"Public Admin, Education and Health",8715.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,"Arts, Entertainment and Other Services",917.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q3,All Sectors,52361.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,"Agriculture, Forestry and Fishing",393.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Industry (excl. Construction),14046.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Industry - of which Manufacturing,12873.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Construction,2117.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,"Distribution, Transport, Hotels and Restaurants",8848.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Information and Communication,4904.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Financial and Insurance Activities,6457.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Real Estate Activities,5097.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,"Professional, Admin and Support Services",6085.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,"Public Admin, Education and Health",8589.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,"Arts, Entertainment and Other Services",949.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2010Q4,All Sectors,52016.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,"Agriculture, Forestry and Fishing",556.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Industry (excl. Construction),13775.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Industry - of which Manufacturing,12633.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Construction,2698.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,"Distribution, Transport, Hotels and Restaurants",8901.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Information and Communication,4374.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Financial and Insurance Activities,6346.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Real Estate Activities,5318.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,"Professional, Admin and Support Services",5915.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,"Public Admin, Education and Health",8851.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,"Arts, Entertainment and Other Services",928.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q1,All Sectors,53105.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,"Agriculture, Forestry and Fishing",539.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Industry (excl. Construction),13819.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Industry - of which Manufacturing,12710.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Construction,2570.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,"Distribution, Transport, Hotels and Restaurants",9045.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Information and Communication,4854.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Financial and Insurance Activities,6557.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Real Estate Activities,5262.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,"Professional, Admin and Support Services",6159.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,"Public Admin, Education and Health",8857.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,"Arts, Entertainment and Other Services",892.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q2,All Sectors,53854.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,"Agriculture, Forestry and Fishing",577.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Industry (excl. Construction),13911.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Industry - of which Manufacturing,12816.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Construction,2478.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,"Distribution, Transport, Hotels and Restaurants",8939.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Information and Communication,4480.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Financial and Insurance Activities,6482.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Real Estate Activities,5245.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,"Professional, Admin and Support Services",6140.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,"Public Admin, Education and Health",8694.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,"Arts, Entertainment and Other Services",923.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q3,All Sectors,53143.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,"Agriculture, Forestry and Fishing",557.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Industry (excl. Construction),13431.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Industry - of which Manufacturing,12402.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Construction,2329.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,"Distribution, Transport, Hotels and Restaurants",8918.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Information and Communication,4689.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Financial and Insurance Activities,6827.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Real Estate Activities,5170.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,"Professional, Admin and Support Services",6076.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,"Public Admin, Education and Health",8727.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,"Arts, Entertainment and Other Services",915.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2011Q4,All Sectors,51989.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,"Agriculture, Forestry and Fishing",577.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Industry (excl. Construction),13912.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Industry - of which Manufacturing,12809.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Construction,2036.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,"Distribution, Transport, Hotels and Restaurants",8814.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Information and Communication,4861.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Financial and Insurance Activities,5533.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Real Estate Activities,5289.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,"Professional, Admin and Support Services",5828.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,"Public Admin, Education and Health",8691.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,"Arts, Entertainment and Other Services",930.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q1,All Sectors,51975.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,"Agriculture, Forestry and Fishing",511.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Industry (excl. Construction),13852.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Industry - of which Manufacturing,12794.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Construction,1977.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,"Distribution, Transport, Hotels and Restaurants",8835.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Information and Communication,4538.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Financial and Insurance Activities,5375.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Real Estate Activities,5282.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,"Professional, Admin and Support Services",5726.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,"Public Admin, Education and Health",8710.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,"Arts, Entertainment and Other Services",937.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q2,All Sectors,54102.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,"Agriculture, Forestry and Fishing",383.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Industry (excl. Construction),13580.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Industry - of which Manufacturing,12656.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Construction,1936.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,"Distribution, Transport, Hotels and Restaurants",8810.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Information and Communication,4489.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Financial and Insurance Activities,5587.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Real Estate Activities,5285.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,"Professional, Admin and Support Services",5875.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,"Public Admin, Education and Health",8755.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,"Arts, Entertainment and Other Services",949.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q3,All Sectors,52594.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,"Agriculture, Forestry and Fishing",338.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Industry (excl. Construction),12718.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Industry - of which Manufacturing,11638.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Construction,2047.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,"Distribution, Transport, Hotels and Restaurants",9021.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Information and Communication,4793.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Financial and Insurance Activities,5493.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Real Estate Activities,5322.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,"Professional, Admin and Support Services",6160.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,"Public Admin, Education and Health",8758.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,"Arts, Entertainment and Other Services",926.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,Statistical Discrepancy,
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2012Q4,All Sectors,52253.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,"Agriculture, Forestry and Fishing",337.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,Industry (excl. Construction),12606.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,Industry - of which Manufacturing,11498.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,Construction,2209.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,"Distribution, Transport, Hotels and Restaurants",8661.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,Information and Communication,4766.0
Gross Value Added at Constant Basic Prices (Seasonally Adjusted),2013Q1,Financial and Insurance Activities,5106.0
