Statistic,Month,NACE.Group,value
Retail Sales Index Value Adjusted,2016 November,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",101.8
Retail Sales Index Value Adjusted,2016 November,Department stores (4719),95.4
Retail Sales Index Value Adjusted,2016 November,Retail sale of automotive fuel (4730),101.9
Retail Sales Index Value Adjusted,2016 November,"Retail sale of hardware, paints and glass (4752)",108.8
Retail Sales Index Value Adjusted,2016 November,Retail sale of furniture and lighting (4759),113.5
Retail Sales Index Value Adjusted,2016 November,Bars (5630),103.0
Retail Sales Index Value Adjusted,2016 November,All retail businesses,103.8
Retail Sales Index Value Adjusted,2016 November,"Motor trades and automotive fuel (45,4730)",105.6
Retail Sales Index Value Adjusted,2016 November,"All retail businesses, excluding motor trades and bars",102.4
Retail Sales Index Value Adjusted,2016 November,"All retail businesses, excluding motor trades",102.5
Retail Sales Index Value Adjusted,2016 November,"All retail businesses, excluding motor trades, automotive fuel and bars",102.5
Retail Sales Index Value Adjusted,2016 November,"Retail sale of food (4711,4721 to 4729)",101.7
Retail Sales Index Value Adjusted,2016 November,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",102.9
Retail Sales Index Value Adjusted,2016 November,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",103.2
Retail Sales Index Value Adjusted,2016 November,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",104.8
Retail Sales Index Value Adjusted,2016 November,"Retail sale of electrical goods (4741 to 4743,4754)",98.6
Retail Sales Index Value Adjusted,2016 November,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",103.1
Retail Sales Index Value Adjusted,2016 November,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",102.6
Retail Sales Index Value Adjusted,2016 November,"Other retail sales (4753,4763 to 4765,4776 to 4778)",103.9
Retail Sales Index Value Adjusted,2016 November,"Retail sale of books, newspapers and stationery (4761,4762)",95.3
Retail Sales Index Value Adjusted,2016 November,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",102.6
Retail Sales Index Value Adjusted,2016 December,Motor trades (45),111.9
Retail Sales Index Value Adjusted,2016 December,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.3
Retail Sales Index Value Adjusted,2016 December,Department stores (4719),95.3
Retail Sales Index Value Adjusted,2016 December,Retail sale of automotive fuel (4730),101.8
Retail Sales Index Value Adjusted,2016 December,"Retail sale of hardware, paints and glass (4752)",102.9
Retail Sales Index Value Adjusted,2016 December,Retail sale of furniture and lighting (4759),111.5
Retail Sales Index Value Adjusted,2016 December,Bars (5630),104.6
Retail Sales Index Value Adjusted,2016 December,All retail businesses,104.4
Retail Sales Index Value Adjusted,2016 December,"Motor trades and automotive fuel (45,4730)",109.6
Retail Sales Index Value Adjusted,2016 December,"All retail businesses, excluding motor trades and bars",102.1
Retail Sales Index Value Adjusted,2016 December,"All retail businesses, excluding motor trades",102.2
Retail Sales Index Value Adjusted,2016 December,"All retail businesses, excluding motor trades, automotive fuel and bars",101.8
Retail Sales Index Value Adjusted,2016 December,"Retail sale of food (4711,4721 to 4729)",102.3
Retail Sales Index Value Adjusted,2016 December,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",101.5
Retail Sales Index Value Adjusted,2016 December,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",98.2
Retail Sales Index Value Adjusted,2016 December,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",102.3
Retail Sales Index Value Adjusted,2016 December,"Retail sale of electrical goods (4741 to 4743,4754)",97.1
Retail Sales Index Value Adjusted,2016 December,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",103.9
Retail Sales Index Value Adjusted,2016 December,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",101.5
Retail Sales Index Value Adjusted,2016 December,"Other retail sales (4753,4763 to 4765,4776 to 4778)",103.0
Retail Sales Index Value Adjusted,2016 December,"Retail sale of books, newspapers and stationery (4761,4762)",95.0
Retail Sales Index Value Adjusted,2016 December,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",102.5
Retail Sales Index Value Adjusted,2017 January,Motor trades (45),116.2
Retail Sales Index Value Adjusted,2017 January,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.3
Retail Sales Index Value Adjusted,2017 January,Department stores (4719),96.4
Retail Sales Index Value Adjusted,2017 January,Retail sale of automotive fuel (4730),105.9
Retail Sales Index Value Adjusted,2017 January,"Retail sale of hardware, paints and glass (4752)",106.0
Retail Sales Index Value Adjusted,2017 January,Retail sale of furniture and lighting (4759),113.1
Retail Sales Index Value Adjusted,2017 January,Bars (5630),109.0
Retail Sales Index Value Adjusted,2017 January,All retail businesses,108.2
Retail Sales Index Value Adjusted,2017 January,"Motor trades and automotive fuel (45,4730)",115.1
Retail Sales Index Value Adjusted,2017 January,"All retail businesses, excluding motor trades and bars",102.5
Retail Sales Index Value Adjusted,2017 January,"All retail businesses, excluding motor trades",103.0
Retail Sales Index Value Adjusted,2017 January,"All retail businesses, excluding motor trades, automotive fuel and bars",102.1
Retail Sales Index Value Adjusted,2017 January,"Retail sale of food (4711,4721 to 4729)",103.0
Retail Sales Index Value Adjusted,2017 January,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",102.3
Retail Sales Index Value Adjusted,2017 January,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",98.7
Retail Sales Index Value Adjusted,2017 January,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",104.3
Retail Sales Index Value Adjusted,2017 January,"Retail sale of electrical goods (4741 to 4743,4754)",99.3
Retail Sales Index Value Adjusted,2017 January,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",103.8
Retail Sales Index Value Adjusted,2017 January,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",99.6
Retail Sales Index Value Adjusted,2017 January,"Other retail sales (4753,4763 to 4765,4776 to 4778)",100.1
Retail Sales Index Value Adjusted,2017 January,"Retail sale of books, newspapers and stationery (4761,4762)",95.7
Retail Sales Index Value Adjusted,2017 January,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",104.3
Retail Sales Index Value Adjusted,2017 February,Motor trades (45),115.1
Retail Sales Index Value Adjusted,2017 February,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.2
Retail Sales Index Value Adjusted,2017 February,Department stores (4719),96.3
Retail Sales Index Value Adjusted,2017 February,Retail sale of automotive fuel (4730),106.0
Retail Sales Index Value Adjusted,2017 February,"Retail sale of hardware, paints and glass (4752)",107.5
Retail Sales Index Value Adjusted,2017 February,Retail sale of furniture and lighting (4759),113.5
Retail Sales Index Value Adjusted,2017 February,Bars (5630),107.5
Retail Sales Index Value Adjusted,2017 February,All retail businesses,108.1
Retail Sales Index Value Adjusted,2017 February,"Motor trades and automotive fuel (45,4730)",114.7
Retail Sales Index Value Adjusted,2017 February,"All retail businesses, excluding motor trades and bars",102.9
Retail Sales Index Value Adjusted,2017 February,"All retail businesses, excluding motor trades",103.1
Retail Sales Index Value Adjusted,2017 February,"All retail businesses, excluding motor trades, automotive fuel and bars",102.7
Retail Sales Index Value Adjusted,2017 February,"Retail sale of food (4711,4721 to 4729)",103.0
Retail Sales Index Value Adjusted,2017 February,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",102.5
Retail Sales Index Value Adjusted,2017 February,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",99.0
Retail Sales Index Value Adjusted,2017 February,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",105.2
Retail Sales Index Value Adjusted,2017 February,"Retail sale of electrical goods (4741 to 4743,4754)",99.8
Retail Sales Index Value Adjusted,2017 February,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",105.3
Retail Sales Index Value Adjusted,2017 February,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",100.8
Retail Sales Index Value Adjusted,2017 February,"Other retail sales (4753,4763 to 4765,4776 to 4778)",100.7
Retail Sales Index Value Adjusted,2017 February,"Retail sale of books, newspapers and stationery (4761,4762)",97.1
Retail Sales Index Value Adjusted,2017 February,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",102.9
Retail Sales Index Value Adjusted,2017 March,Motor trades (45),113.7
Retail Sales Index Value Adjusted,2017 March,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",103.9
Retail Sales Index Value Adjusted,2017 March,Department stores (4719),94.2
Retail Sales Index Value Adjusted,2017 March,Retail sale of automotive fuel (4730),105.1
Retail Sales Index Value Adjusted,2017 March,"Retail sale of hardware, paints and glass (4752)",107.5
Retail Sales Index Value Adjusted,2017 March,Retail sale of furniture and lighting (4759),109.6
Retail Sales Index Value Adjusted,2017 March,Bars (5630),107.3
Retail Sales Index Value Adjusted,2017 March,All retail businesses,106.3
Retail Sales Index Value Adjusted,2017 March,"Motor trades and automotive fuel (45,4730)",113.2
Retail Sales Index Value Adjusted,2017 March,"All retail businesses, excluding motor trades and bars",103.4
Retail Sales Index Value Adjusted,2017 March,"All retail businesses, excluding motor trades",103.9
Retail Sales Index Value Adjusted,2017 March,"All retail businesses, excluding motor trades, automotive fuel and bars",103.2
Retail Sales Index Value Adjusted,2017 March,"Retail sale of food (4711,4721 to 4729)",103.3
Retail Sales Index Value Adjusted,2017 March,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",103.2
Retail Sales Index Value Adjusted,2017 March,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",100.4
Retail Sales Index Value Adjusted,2017 March,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",104.5
Retail Sales Index Value Adjusted,2017 March,"Retail sale of electrical goods (4741 to 4743,4754)",100.8
Retail Sales Index Value Adjusted,2017 March,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",104.3
Retail Sales Index Value Adjusted,2017 March,"Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)",104.1
Retail Sales Index Value Adjusted,2017 March,"Other retail sales (4753,4763 to 4765,4776 to 4778)",105.7
Retail Sales Index Value Adjusted,2017 March,"Retail sale of books, newspapers and stationery (4761,4762)",96.0
Retail Sales Index Value Adjusted,2017 March,"Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)",103.9
Retail Sales Index Value Adjusted,2017 April,Motor trades (45),107.2
Retail Sales Index Value Adjusted,2017 April,"Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)",105.0
Retail Sales Index Value Adjusted,2017 April,Department stores (4719),98.7
Retail Sales Index Value Adjusted,2017 April,Retail sale of automotive fuel (4730),103.1
Retail Sales Index Value Adjusted,2017 April,"Retail sale of hardware, paints and glass (4752)",108.6
Retail Sales Index Value Adjusted,2017 April,Retail sale of furniture and lighting (4759),115.1
Retail Sales Index Value Adjusted,2017 April,Bars (5630),110.6
Retail Sales Index Value Adjusted,2017 April,All retail businesses,104.5
Retail Sales Index Value Adjusted,2017 April,"Motor trades and automotive fuel (45,4730)",108.7
Retail Sales Index Value Adjusted,2017 April,"All retail businesses, excluding motor trades and bars",103.6
Retail Sales Index Value Adjusted,2017 April,"All retail businesses, excluding motor trades",104.0
Retail Sales Index Value Adjusted,2017 April,"All retail businesses, excluding motor trades, automotive fuel and bars",103.5
Retail Sales Index Value Adjusted,2017 April,"Retail sale of food (4711,4721 to 4729)",104.0
Retail Sales Index Value Adjusted,2017 April,"Retail sale of non food products, excluding motor trades, automotive fuel and bars",102.9
Retail Sales Index Value Adjusted,2017 April,"Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)",95.2
Retail Sales Index Value Adjusted,2017 April,"Retail sale of household equipment (4741 to 4743,4752,4754,4759)",106.8
Retail Sales Index Value Adjusted,2017 April,"Retail sale of electrical goods (4741 to 4743,4754)",103.4
Retail Sales Index Value Adjusted,2017 April,"Retail sale of textiles, clothing and footwear (4751,4771,4772)",103.8
