Statistic,Month,Industry.Sector.NACE.Rev.2,value
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Food products, beverages and tobacco (10 to 12)",0.3
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Manufacturing, excluding food (11 to 33)",0.5
Percentage Change over 1 month in Industrial Producer Index,2019 August,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 August,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 August,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 August,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 August,Manufacturing industries (home sales),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 August,Manufacturing industries (export sales),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 August,Manufacturing industries (10 to 33),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 August,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 August,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,Food products (10),1.0
Percentage Change over 1 month in Industrial Producer Index,2019 September,Meat and meat products (101),-0.6
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Fish, crustaceans and molluscs (102)",0.4
Percentage Change over 1 month in Industrial Producer Index,2019 September,Fruit and vegetables (103),-2.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Vegetable, animal oils and fats (104)",3.2
Percentage Change over 1 month in Industrial Producer Index,2019 September,Dairy products (105),9.3
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Grain mill and starch products, prepared animal feeds (106,109)",0.3
Percentage Change over 1 month in Industrial Producer Index,2019 September,Bakery and farinaceous products (107),0.6
Percentage Change over 1 month in Industrial Producer Index,2019 September,Other food products (108),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 September,Manufacture of beverages (11),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 September,Textiles (13),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 September,Wearing apparel (14),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 September,Leather and related products (15),1.6
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Wood and wood products, except furniture (16)",0.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,Paper and paper products (17),0.9
Percentage Change over 1 month in Industrial Producer Index,2019 September,Printing and reproduction of recorded media (18),1.2
Percentage Change over 1 month in Industrial Producer Index,2019 September,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 September,Chemicals and chemical products (20),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 September,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 September,Rubber and plastic products (22),0.9
Percentage Change over 1 month in Industrial Producer Index,2019 September,Other non-metallic mineral products (23),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,Basic metals (24),-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Fabricated metal products, except machinery and equipment (25)",1.4
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 September,Electrical equipment (27),0.7
Percentage Change over 1 month in Industrial Producer Index,2019 September,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Motor vehicles, trailers and semi-trailers (29)",0.0
Percentage Change over 1 month in Industrial Producer Index,2019 September,Other transport equipment (30),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 September,Furniture (31),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 September,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 September,Mining and quarrying (05 to 09),1.2
Percentage Change over 1 month in Industrial Producer Index,2019 September,Transportable goods industries (05 to 33),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Food products, beverages and tobacco (10 to 12)",1.1
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Manufacturing, excluding food (11 to 33)",0.3
Percentage Change over 1 month in Industrial Producer Index,2019 September,Intermediate goods (except energy),
Percentage Change over 1 month in Industrial Producer Index,2019 September,Capital goods,
Percentage Change over 1 month in Industrial Producer Index,2019 September,Durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 September,Non-durable consumer goods,
Percentage Change over 1 month in Industrial Producer Index,2019 September,Manufacturing industries (home sales),-0.1
Percentage Change over 1 month in Industrial Producer Index,2019 September,Manufacturing industries (export sales),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 September,Manufacturing industries (10 to 33),0.4
Percentage Change over 1 month in Industrial Producer Index,2019 September,Repair and installation of machinery and equipment (33),
Percentage Change over 1 month in Industrial Producer Index,2019 September,"Manufacturing, excluding food, beverages and tobacco (13 to 33)",0.3
Percentage Change over 1 month in Industrial Producer Index,2019 October,Food products (10),-1.4
Percentage Change over 1 month in Industrial Producer Index,2019 October,Meat and meat products (101),1.4
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Fish, crustaceans and molluscs (102)",-2.5
Percentage Change over 1 month in Industrial Producer Index,2019 October,Fruit and vegetables (103),0.4
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Vegetable, animal oils and fats (104)",1.5
Percentage Change over 1 month in Industrial Producer Index,2019 October,Dairy products (105),-10.3
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Grain mill and starch products, prepared animal feeds (106,109)",-0.4
Percentage Change over 1 month in Industrial Producer Index,2019 October,Bakery and farinaceous products (107),0.3
Percentage Change over 1 month in Industrial Producer Index,2019 October,Other food products (108),-0.8
Percentage Change over 1 month in Industrial Producer Index,2019 October,Manufacture of beverages (11),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 October,Tobacco products (12),
Percentage Change over 1 month in Industrial Producer Index,2019 October,Textiles (13),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 October,Wearing apparel (14),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 October,Leather and related products (15),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Wood and wood products, except furniture (16)",0.5
Percentage Change over 1 month in Industrial Producer Index,2019 October,Paper and paper products (17),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 October,Printing and reproduction of recorded media (18),0.5
Percentage Change over 1 month in Industrial Producer Index,2019 October,Coke and refined petroleum products (19),
Percentage Change over 1 month in Industrial Producer Index,2019 October,Chemicals and chemical products (20),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 October,Basic pharmaceutical products and preparations (21),
Percentage Change over 1 month in Industrial Producer Index,2019 October,Rubber and plastic products (22),0.1
Percentage Change over 1 month in Industrial Producer Index,2019 October,Other non-metallic mineral products (23),0.9
Percentage Change over 1 month in Industrial Producer Index,2019 October,Basic metals (24),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Fabricated metal products, except machinery and equipment (25)",0.9
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Computer, electronic and optical products (26)",
Percentage Change over 1 month in Industrial Producer Index,2019 October,Electrical equipment (27),0.2
Percentage Change over 1 month in Industrial Producer Index,2019 October,Machinery and equipment n.e.c. (28),
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Motor vehicles, trailers and semi-trailers (29)",0.1
Percentage Change over 1 month in Industrial Producer Index,2019 October,Other transport equipment (30),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 October,Furniture (31),0.0
Percentage Change over 1 month in Industrial Producer Index,2019 October,Other manufacturing (32),
Percentage Change over 1 month in Industrial Producer Index,2019 October,Mining and quarrying (05 to 09),1.2
Percentage Change over 1 month in Industrial Producer Index,2019 October,Transportable goods industries (05 to 33),-6.9
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Food products, beverages and tobacco (10 to 12)",-1.4
Percentage Change over 1 month in Industrial Producer Index,2019 October,"Manufacturing, excluding food (11 to 33)",-7.7
