,Statistic,Month,NACE.Rev.2.Sector,value
5007,Services Index Volume (Seasonally Adjusted),2017M04,Accommodation & Food Service Activities (I),102.5
5008,Services Index Volume (Seasonally Adjusted),2017M04,Information & Communication (J),109.4
5009,Services Index Volume (Seasonally Adjusted),2017M04,"Professional, Scientific & Technical Activities (M)",115.5
5010,Services Index Volume (Seasonally Adjusted),2017M04,Administrative & Support Service Activities (N (excl. 7735)),104.4
5011,Services Index Volume (Seasonally Adjusted),2017M04,"Other Service Activities (L, 92, 93, 95, 96)",120.9
5012,Services Index Volume (Seasonally Adjusted),2017M04,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",107.3
5013,Services Index Volume (Seasonally Adjusted),2017M04,Wholesale Trade (46),104.0
5014,Services Index Volume (Seasonally Adjusted),2017M04,Accommodation (55),100.1
5015,Services Index Volume (Seasonally Adjusted),2017M04,"Food Service Activities (561, 562)",109.2
5016,Services Index Volume (Seasonally Adjusted),2017M05,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),105.2
5017,Services Index Volume (Seasonally Adjusted),2017M05,Transportation & Storage (H),99.6
5018,Services Index Volume (Seasonally Adjusted),2017M05,Accommodation & Food Service Activities (I),101.9
5019,Services Index Volume (Seasonally Adjusted),2017M05,Information & Communication (J),106.6
5020,Services Index Volume (Seasonally Adjusted),2017M05,"Professional, Scientific & Technical Activities (M)",122.8
5021,Services Index Volume (Seasonally Adjusted),2017M05,Administrative & Support Service Activities (N (excl. 7735)),107.3
5022,Services Index Volume (Seasonally Adjusted),2017M05,"Other Service Activities (L, 92, 93, 95, 96)",105.8
5023,Services Index Volume (Seasonally Adjusted),2017M05,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",106.5
5024,Services Index Volume (Seasonally Adjusted),2017M05,Wholesale Trade (46),103.9
5025,Services Index Volume (Seasonally Adjusted),2017M05,Accommodation (55),94.8
5026,Services Index Volume (Seasonally Adjusted),2017M05,"Food Service Activities (561, 562)",109.2
5027,Services Index Volume (Seasonally Adjusted),2017M06,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),102.6
5028,Services Index Volume (Seasonally Adjusted),2017M06,Transportation & Storage (H),99.4
5029,Services Index Volume (Seasonally Adjusted),2017M06,Accommodation & Food Service Activities (I),102.0
5030,Services Index Volume (Seasonally Adjusted),2017M06,Information & Communication (J),105.6
5031,Services Index Volume (Seasonally Adjusted),2017M06,"Professional, Scientific & Technical Activities (M)",117.7
5032,Services Index Volume (Seasonally Adjusted),2017M06,Administrative & Support Service Activities (N (excl. 7735)),111.6
5033,Services Index Volume (Seasonally Adjusted),2017M06,"Other Service Activities (L, 92, 93, 95, 96)",105.7
5034,Services Index Volume (Seasonally Adjusted),2017M06,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",106.8
5035,Services Index Volume (Seasonally Adjusted),2017M06,Wholesale Trade (46),95.4
5036,Services Index Volume (Seasonally Adjusted),2017M06,Accommodation (55),95.6
5037,Services Index Volume (Seasonally Adjusted),2017M06,"Food Service Activities (561, 562)",107.7
5038,Services Index Volume (Seasonally Adjusted),2017M07,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),105.6
5039,Services Index Volume (Seasonally Adjusted),2017M07,Transportation & Storage (H),101.3
5040,Services Index Volume (Seasonally Adjusted),2017M07,Accommodation & Food Service Activities (I),101.5
5041,Services Index Volume (Seasonally Adjusted),2017M07,Information & Communication (J),105.2
5042,Services Index Volume (Seasonally Adjusted),2017M07,"Professional, Scientific & Technical Activities (M)",121.4
5043,Services Index Volume (Seasonally Adjusted),2017M07,Administrative & Support Service Activities (N (excl. 7735)),106.9
5044,Services Index Volume (Seasonally Adjusted),2017M07,"Other Service Activities (L, 92, 93, 95, 96)",109.4
5045,Services Index Volume (Seasonally Adjusted),2017M07,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",108.2
5046,Services Index Volume (Seasonally Adjusted),2017M07,Wholesale Trade (46),102.0
5047,Services Index Volume (Seasonally Adjusted),2017M07,Accommodation (55),91.8
5048,Services Index Volume (Seasonally Adjusted),2017M07,"Food Service Activities (561, 562)",108.6
5049,Services Index Volume (Seasonally Adjusted),2017M08,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),104.7
5050,Services Index Volume (Seasonally Adjusted),2017M08,Transportation & Storage (H),99.3
5051,Services Index Volume (Seasonally Adjusted),2017M08,Accommodation & Food Service Activities (I),102.3
5052,Services Index Volume (Seasonally Adjusted),2017M08,Information & Communication (J),101.1
5053,Services Index Volume (Seasonally Adjusted),2017M08,"Professional, Scientific & Technical Activities (M)",131.3
5054,Services Index Volume (Seasonally Adjusted),2017M08,Administrative & Support Service Activities (N (excl. 7735)),101.2
5055,Services Index Volume (Seasonally Adjusted),2017M08,"Other Service Activities (L, 92, 93, 95, 96)",106.3
5056,Services Index Volume (Seasonally Adjusted),2017M08,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",105.9
5057,Services Index Volume (Seasonally Adjusted),2017M08,Wholesale Trade (46),100.4
5058,Services Index Volume (Seasonally Adjusted),2017M08,Accommodation (55),100.4
5059,Services Index Volume (Seasonally Adjusted),2017M08,"Food Service Activities (561, 562)",109.2
5060,Services Index Volume (Seasonally Adjusted),2017M09,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),105.5
5061,Services Index Volume (Seasonally Adjusted),2017M09,Transportation & Storage (H),97.4
5062,Services Index Volume (Seasonally Adjusted),2017M09,Accommodation & Food Service Activities (I),103.0
5063,Services Index Volume (Seasonally Adjusted),2017M09,Information & Communication (J),100.0
5064,Services Index Volume (Seasonally Adjusted),2017M09,"Professional, Scientific & Technical Activities (M)",121.0
5065,Services Index Volume (Seasonally Adjusted),2017M09,Administrative & Support Service Activities (N (excl. 7735)),101.0
5066,Services Index Volume (Seasonally Adjusted),2017M09,"Other Service Activities (L, 92, 93, 95, 96)",100.9
5067,Services Index Volume (Seasonally Adjusted),2017M09,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",104.4
5068,Services Index Volume (Seasonally Adjusted),2017M09,Wholesale Trade (46),104.4
5069,Services Index Volume (Seasonally Adjusted),2017M09,Accommodation (55),101.3
5070,Services Index Volume (Seasonally Adjusted),2017M09,"Food Service Activities (561, 562)",106.3
5071,Services Index Volume (Seasonally Adjusted),2017M10,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),101.5
5072,Services Index Volume (Seasonally Adjusted),2017M10,Transportation & Storage (H),94.1
5073,Services Index Volume (Seasonally Adjusted),2017M10,Accommodation & Food Service Activities (I),101.9
5074,Services Index Volume (Seasonally Adjusted),2017M10,Information & Communication (J),103.7
5075,Services Index Volume (Seasonally Adjusted),2017M10,"Professional, Scientific & Technical Activities (M)",124.5
5076,Services Index Volume (Seasonally Adjusted),2017M10,Administrative & Support Service Activities (N (excl. 7735)),93.9
5077,Services Index Volume (Seasonally Adjusted),2017M10,"Other Service Activities (L, 92, 93, 95, 96)",104.9
5078,Services Index Volume (Seasonally Adjusted),2017M10,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",105.8
5079,Services Index Volume (Seasonally Adjusted),2017M10,Wholesale Trade (46),96.1
5080,Services Index Volume (Seasonally Adjusted),2017M10,Accommodation (55),98.7
5081,Services Index Volume (Seasonally Adjusted),2017M10,"Food Service Activities (561, 562)",106.4
5082,Services Index Volume (Seasonally Adjusted),2017M11,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),109.3
5083,Services Index Volume (Seasonally Adjusted),2017M11,Transportation & Storage (H),95.4
5084,Services Index Volume (Seasonally Adjusted),2017M11,Accommodation & Food Service Activities (I),108.1
5085,Services Index Volume (Seasonally Adjusted),2017M11,Information & Communication (J),110.8
5086,Services Index Volume (Seasonally Adjusted),2017M11,"Professional, Scientific & Technical Activities (M)",113.4
5087,Services Index Volume (Seasonally Adjusted),2017M11,Administrative & Support Service Activities (N (excl. 7735)),106.5
5088,Services Index Volume (Seasonally Adjusted),2017M11,"Other Service Activities (L, 92, 93, 95, 96)",101.9
5089,Services Index Volume (Seasonally Adjusted),2017M11,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",106.2
5090,Services Index Volume (Seasonally Adjusted),2017M11,Wholesale Trade (46),106.9
5091,Services Index Volume (Seasonally Adjusted),2017M11,Accommodation (55),111.7
5092,Services Index Volume (Seasonally Adjusted),2017M11,"Food Service Activities (561, 562)",109.4
5093,Services Index Volume (Seasonally Adjusted),2017M12,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),108.7
5094,Services Index Volume (Seasonally Adjusted),2017M12,Transportation & Storage (H),97.7
5095,Services Index Volume (Seasonally Adjusted),2017M12,Accommodation & Food Service Activities (I),105.3
5096,Services Index Volume (Seasonally Adjusted),2017M12,Information & Communication (J),109.4
5097,Services Index Volume (Seasonally Adjusted),2017M12,"Professional, Scientific & Technical Activities (M)",114.8
5098,Services Index Volume (Seasonally Adjusted),2017M12,Administrative & Support Service Activities (N (excl. 7735)),104.9
5099,Services Index Volume (Seasonally Adjusted),2017M12,"Other Service Activities (L, 92, 93, 95, 96)",100.8
5100,Services Index Volume (Seasonally Adjusted),2017M12,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",106.6
5101,Services Index Volume (Seasonally Adjusted),2017M12,Wholesale Trade (46),107.8
5102,Services Index Volume (Seasonally Adjusted),2017M12,Accommodation (55),104.0
5103,Services Index Volume (Seasonally Adjusted),2017M12,"Food Service Activities (561, 562)",111.8
5104,Services Index Volume (Seasonally Adjusted),2018M01,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),113.1
5105,Services Index Volume (Seasonally Adjusted),2018M01,Transportation & Storage (H),101.4
5106,Services Index Volume (Seasonally Adjusted),2018M01,Accommodation & Food Service Activities (I),106.1
5107,Services Index Volume (Seasonally Adjusted),2018M01,Information & Communication (J),113.9
5108,Services Index Volume (Seasonally Adjusted),2018M01,"Professional, Scientific & Technical Activities (M)",109.8
5109,Services Index Volume (Seasonally Adjusted),2018M01,Administrative & Support Service Activities (N (excl. 7735)),106.0
5110,Services Index Volume (Seasonally Adjusted),2018M01,"Other Service Activities (L, 92, 93, 95, 96)",106.6
5111,Services Index Volume (Seasonally Adjusted),2018M01,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",108.7
5112,Services Index Volume (Seasonally Adjusted),2018M01,Wholesale Trade (46),115.6
5113,Services Index Volume (Seasonally Adjusted),2018M01,Accommodation (55),107.3
5114,Services Index Volume (Seasonally Adjusted),2018M01,"Food Service Activities (561, 562)",110.6
5115,Services Index Volume (Seasonally Adjusted),2018M02,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),113.1
5116,Services Index Volume (Seasonally Adjusted),2018M02,Transportation & Storage (H),98.8
5117,Services Index Volume (Seasonally Adjusted),2018M02,Accommodation & Food Service Activities (I),105.2
5118,Services Index Volume (Seasonally Adjusted),2018M02,Information & Communication (J),110.3
5119,Services Index Volume (Seasonally Adjusted),2018M02,"Professional, Scientific & Technical Activities (M)",105.8
5120,Services Index Volume (Seasonally Adjusted),2018M02,Administrative & Support Service Activities (N (excl. 7735)),102.1
5121,Services Index Volume (Seasonally Adjusted),2018M02,"Other Service Activities (L, 92, 93, 95, 96)",93.5
5122,Services Index Volume (Seasonally Adjusted),2018M02,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",108.9
5123,Services Index Volume (Seasonally Adjusted),2018M02,Wholesale Trade (46),111.1
5124,Services Index Volume (Seasonally Adjusted),2018M02,Accommodation (55),109.0
5125,Services Index Volume (Seasonally Adjusted),2018M02,"Food Service Activities (561, 562)",109.3
5126,Services Index Volume (Seasonally Adjusted),2018M03,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),110.7
5127,Services Index Volume (Seasonally Adjusted),2018M03,Transportation & Storage (H),100.4
5128,Services Index Volume (Seasonally Adjusted),2018M03,Accommodation & Food Service Activities (I),103.4
5129,Services Index Volume (Seasonally Adjusted),2018M03,Information & Communication (J),99.6
5130,Services Index Volume (Seasonally Adjusted),2018M03,"Professional, Scientific & Technical Activities (M)",129.4
5131,Services Index Volume (Seasonally Adjusted),2018M03,Administrative & Support Service Activities (N (excl. 7735)),106.2
5132,Services Index Volume (Seasonally Adjusted),2018M03,"Other Service Activities (L, 92, 93, 95, 96)",92.7
5133,Services Index Volume (Seasonally Adjusted),2018M03,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",109.7
5134,Services Index Volume (Seasonally Adjusted),2018M03,Wholesale Trade (46),111.2
5135,Services Index Volume (Seasonally Adjusted),2018M03,Accommodation (55),108.6
5136,Services Index Volume (Seasonally Adjusted),2018M03,"Food Service Activities (561, 562)",107.5
5137,Services Index Volume (Seasonally Adjusted),2018M04,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),112.8
5138,Services Index Volume (Seasonally Adjusted),2018M04,Transportation & Storage (H),111.5
5139,Services Index Volume (Seasonally Adjusted),2018M04,Accommodation & Food Service Activities (I),112.3
5140,Services Index Volume (Seasonally Adjusted),2018M04,Information & Communication (J),113.6
5141,Services Index Volume (Seasonally Adjusted),2018M04,"Professional, Scientific & Technical Activities (M)",123.8
5142,Services Index Volume (Seasonally Adjusted),2018M04,Administrative & Support Service Activities (N (excl. 7735)),119.1
5143,Services Index Volume (Seasonally Adjusted),2018M04,"Other Service Activities (L, 92, 93, 95, 96)",93.0
5144,Services Index Volume (Seasonally Adjusted),2018M04,"All Services (G, H, I, J, L, M, N (excl. 7735), 92, 93, 95, 96)",113.7
5145,Services Index Volume (Seasonally Adjusted),2018M04,Wholesale Trade (46),114.8
5146,Services Index Volume (Seasonally Adjusted),2018M04,Accommodation (55),115.6
5147,Services Index Volume (Seasonally Adjusted),2018M04,"Food Service Activities (561, 562)",109.2
5148,Services Index Volume (Seasonally Adjusted),2018M05,Wholesale & Retail Trade; Repair of Motor Vehicles & Motorcycles (G),113.0
5149,Services Index Volume (Seasonally Adjusted),2018M05,Transportation & Storage (H),105.0
5150,Services Index Volume (Seasonally Adjusted),2018M05,Accommodation & Food Service Activities (I),112.5
5151,Services Index Volume (Seasonally Adjusted),2018M05,Information & Communication (J),116.2
5152,Services Index Volume (Seasonally Adjusted),2018M05,"Professional, Scientific & Technical Activities (M)",115.1
