Statistic,Quarter,Sectors,value
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Personal Expenditure on Consumer Goods and Services,2.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Gross Domestic Fixed Capital Formation,7.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Exports of Goods and Services (excluding Factor Income Flows),3.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Imports of Goods and Services (excluding Factor Income Flows),4.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Gross Domestic Product at Market Prices,1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Gross National Product at Market Prices,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q2,Modified Final Domestic Demand,3.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Personal Expenditure on Consumer Goods and Services,3.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Gross Domestic Fixed Capital Formation,6.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Exports of Goods and Services (excluding Factor Income Flows),-0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Imports of Goods and Services (excluding Factor Income Flows),6.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Gross Domestic Product at Market Prices,-0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Gross National Product at Market Prices,1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q3,Modified Final Domestic Demand,1.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Personal Expenditure on Consumer Goods and Services,0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Gross Domestic Fixed Capital Formation,-5.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Exports of Goods and Services (excluding Factor Income Flows),4.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Imports of Goods and Services (excluding Factor Income Flows),-0.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Gross Domestic Product at Market Prices,3.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Gross National Product at Market Prices,2.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2005Q4,Modified Final Domestic Demand,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Personal Expenditure on Consumer Goods and Services,0.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Gross Domestic Fixed Capital Formation,10.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Exports of Goods and Services (excluding Factor Income Flows),1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Imports of Goods and Services (excluding Factor Income Flows),2.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Gross Domestic Product at Market Prices,1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Gross National Product at Market Prices,1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q1,Modified Final Domestic Demand,0.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Personal Expenditure on Consumer Goods and Services,2.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Gross Domestic Fixed Capital Formation,-4.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Exports of Goods and Services (excluding Factor Income Flows),-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Imports of Goods and Services (excluding Factor Income Flows),2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Gross Domestic Product at Market Prices,0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Gross National Product at Market Prices,1.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q2,Modified Final Domestic Demand,0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Personal Expenditure on Consumer Goods and Services,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Gross Domestic Fixed Capital Formation,-0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Exports of Goods and Services (excluding Factor Income Flows),4.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Imports of Goods and Services (excluding Factor Income Flows),-1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Gross Domestic Product at Market Prices,1.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Gross National Product at Market Prices,-1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q3,Modified Final Domestic Demand,2.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Personal Expenditure on Consumer Goods and Services,1.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Gross Domestic Fixed Capital Formation,0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Exports of Goods and Services (excluding Factor Income Flows),-0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Imports of Goods and Services (excluding Factor Income Flows),3.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Gross Domestic Product at Market Prices,0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Gross National Product at Market Prices,4.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2006Q4,Modified Final Domestic Demand,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Personal Expenditure on Consumer Goods and Services,2.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Net Expenditure by Central and Local Govt. on Current Goods and Services,2.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Gross Domestic Fixed Capital Formation,9.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Exports of Goods and Services (excluding Factor Income Flows),6.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Imports of Goods and Services (excluding Factor Income Flows),3.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Gross Domestic Product at Market Prices,6.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Gross National Product at Market Prices,1.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q1,Modified Final Domestic Demand,3.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Personal Expenditure on Consumer Goods and Services,0.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Net Expenditure by Central and Local Govt. on Current Goods and Services,0.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Gross Domestic Fixed Capital Formation,-3.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Exports of Goods and Services (excluding Factor Income Flows),0.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Imports of Goods and Services (excluding Factor Income Flows),3.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Gross Domestic Product at Market Prices,-1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Gross National Product at Market Prices,-1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q2,Modified Final Domestic Demand,-1.3
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Personal Expenditure on Consumer Goods and Services,1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Net Expenditure by Central and Local Govt. on Current Goods and Services,1.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Gross Domestic Fixed Capital Formation,-7.1
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Exports of Goods and Services (excluding Factor Income Flows),-0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Imports of Goods and Services (excluding Factor Income Flows),2.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Gross Domestic Product at Market Prices,-2.5
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Gross National Product at Market Prices,-0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q3,Modified Final Domestic Demand,-0.7
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Personal Expenditure on Consumer Goods and Services,0.9
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Net Expenditure by Central and Local Govt. on Current Goods and Services,-0.2
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Gross Domestic Fixed Capital Formation,-5.8
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Exports of Goods and Services (excluding Factor Income Flows),3.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Imports of Goods and Services (excluding Factor Income Flows),-1.6
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Gross Domestic Product at Market Prices,4.0
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Gross National Product at Market Prices,3.4
Percentage change on Expenditure on GNP at Constant Market Prices (Seasonally Adjusted),2007Q4,Modified Final Domestic Demand,1.5
